season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,opponentteam
2020,1216532,DC v SRH,DC,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,DC,2,SO Hetmyer,Shimron Hetmyer,21,12,0.0,0,2,175.0,0,0,"{'wickets': 4, 'runs': 104}",15.1,c Pandey b Kumar,SRH
2020,1216532,DC v SRH,DC,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,DC,2,MP Stoinis,Marcus Stoinis,11,9,0.0,1,0,122.22,0,0,"{'wickets': 6, 'runs': 126}",17.6,lbw b Natarajan,SRH
2020,1216532,DC v SRH,DC,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,DC,2,AR Patel,Axar Patel,5,6,0.0,0,0,83.33,0,0,"{'wickets': 7, 'runs': 138}",19.3, b Ahmed,SRH
2020,1216532,DC v SRH,DC,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,DC,2,K Rabada,Kagiso Rabada,15,7,0.0,1,1,214.28,0,1,{},11.0,not out,SRH
2020,1216532,DC v SRH,DC,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,DC,2,A Nortje,Anrich Nortje,3,2,0.0,0,0,150.0,0,1,{},11.0,not out,SRH
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,Shubman Gill,Shubman Gill,47,34,0.0,5,1,138.23,0,0,"{'wickets': 3, 'runs': 89}",11.1,c &amp; b Archer,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,SP Narine,Sunil Narine,15,14,0.0,2,1,107.14,0,0,"{'wickets': 1, 'runs': 36}",4.5, b Unadkat,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,N Rana,Nitish Rana,22,17,0.0,2,1,129.41,0,0,"{'wickets': 2, 'runs': 82}",9.6,c Parag b Tewatia,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,AD Russell,Andre Russell,24,14,0.0,0,3,171.42,0,0,"{'wickets': 5, 'runs': 115}",14.2,c Unadkat b Rajpoot,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,KD Karthik,Dinesh Karthik,1,3,0.0,0,0,33.33,1,0,"{'wickets': 4, 'runs': 106}",13.1,c &dagger;Buttler b Archer,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,EJG Morgan,Eoin Morgan,34,23,0.0,1,2,147.82,0,1,{},11.0,not out,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,PJ Cummins,Pat Cummins,12,10,0.0,1,0,120.0,0,0,"{'wickets': 6, 'runs': 149}",17.6,c Samson b Curran,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,1,KL Nagarkoti,Kamlesh Nagarkoti,8,5,0.0,1,0,160.0,0,1,{},11.0,not out,RR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,JC Buttler,Jos Buttler,21,16,0.0,1,2,131.25,0,0,"{'wickets': 3, 'runs': 39}",6.1,c Varun b Shivam Mavi,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,SPD Smith,Steven Smith,3,7,0.0,0,0,42.85,1,0,"{'wickets': 1, 'runs': 15}",1.6,c &dagger;Karthik b Cummins,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,SV Samson,Sanju Samson,8,9,0.0,1,0,88.88,0,0,"{'wickets': 2, 'runs': 30}",4.1,c Narine b Shivam Mavi,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,RV Uthappa,Robin Uthappa,2,7,0.0,0,0,28.57,0,0,"{'wickets': 4, 'runs': 41}",7.1,c Shivam Mavi b Nagarkoti,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,R Parag,Riyan Parag,1,6,0.0,0,0,16.66,0,0,"{'wickets': 5, 'runs': 42}",7.4,c Shubman Gill b Nagarkoti,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,R Tewatia,Rahul Tewatia,14,10,0.0,0,1,140.0,0,0,"{'wickets': 6, 'runs': 66}",10.5, b Varun,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,TK Curran,Tom Curran,54,36,0.0,2,3,150.0,0,1,{},11.0,not out,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,S Gopal,Shreyas Gopal,5,7,0.0,0,0,71.42,0,0,"{'wickets': 7, 'runs': 81}",13.5,c &dagger;Karthik b Narine,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,JC Archer,Jofra Archer,6,4,0.0,0,1,150.0,0,0,"{'wickets': 8, 'runs': 88}",14.4,c Nagarkoti b Varun,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,JD Unadkat,Jaydev Unadkat,9,13,0.0,0,0,69.23,0,0,"{'wickets': 9, 'runs': 106}",17.6,c Nagarkoti b Kuldeep Yadav,KKR
2020,1216504,RR v KKR,RR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RR,2,AS Rajpoot,Ankit Rajpoot,7,5,0.0,0,1,140.0,0,1,{},11.0,not out,KKR
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,Q de Kock,Quinton de Kock,0,5,0.0,0,0,0.0,0,0,"{'wickets': 1, 'runs': 0}",0.5, b Cottrell,KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,RG Sharma,Rohit Sharma,70,45,0.0,8,3,155.55,1,0,"{'wickets': 4, 'runs': 124}",16.1,c Neesham b Mohammed Shami,KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,SA Yadav,Suryakumar Yadav,10,7,0.0,2,0,142.85,0,0,"{'wickets': 2, 'runs': 21}",3.5,run out (Mohammed Shami),KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,Ishan Kishan,Ishan Kishan,28,32,0.0,1,1,87.5,0,0,"{'wickets': 3, 'runs': 83}",13.1,c Nair b Gowtham,KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,KA Pollard,Kieron Pollard,47,20,0.0,3,4,235.0,0,1,{},11.0,not out,KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,HH Pandya,Hardik Pandya,30,11,0.0,3,2,272.72,0,1,{},11.0,not out,KXIP
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,KL Rahul,KL Rahul,17,19,0.0,1,0,89.47,1,0,"{'wickets': 3, 'runs': 60}",8.1, b Chahar,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,MA Agarwal,Mayank Agarwal,25,18,0.0,3,0,138.88,0,0,"{'wickets': 1, 'runs': 38}",4.5, b Bumrah,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,KK Nair,Karun Nair,0,3,0.0,0,0,0.0,0,0,"{'wickets': 2, 'runs': 39}",5.4, b KH Pandya,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,N Pooran,Nicholas Pooran,44,27,0.0,3,2,162.96,0,0,"{'wickets': 4, 'runs': 101}",13.2,c &dagger;de Kock b Pattinson,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,GJ Maxwell,Glenn Maxwell,11,18,0.0,0,0,61.11,0,0,"{'wickets': 5, 'runs': 107}",14.5,c Boult b Chahar,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,JDS Neesham,James Neesham,7,7,0.0,0,0,100.0,0,0,"{'wickets': 6, 'runs': 112}",15.6,c Yadav b Bumrah,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,SN Khan,Sarfaraz Khan,7,8,0.0,1,0,87.5,0,0,"{'wickets': 7, 'runs': 121}",17.1,lbw b Pattinson,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,K Gowtham,Krishnappa Gowtham,22,13,0.0,2,1,169.23,0,1,{},11.0,not out,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,Ravi Bishnoi,Ravi Bishnoi,1,5,0.0,0,0,20.0,0,0,"{'wickets': 8, 'runs': 124}",18.3,c Yadav b Boult,MI
2020,1216503,KXIP v MI,KXIP,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,KXIP,2,Mohammed Shami,Mohammed Shami,2,2,0.0,0,0,100.0,0,1,{},11.0,not out,MI
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,DA Warner,David Warner,28,29,0.0,3,0,96.55,1,0,"{'wickets': 3, 'runs': 69}",10.5,c du Plessis b Chawla,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,JM Bairstow,Jonny Bairstow,0,3,0.0,0,0,0.0,0,0,"{'wickets': 1, 'runs': 1}",0.4, b Chahar,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,MK Pandey,Manish Pandey,29,21,0.0,5,0,138.09,0,0,"{'wickets': 2, 'runs': 47}",7.1,c Curran b Thakur,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,KS Williamson,Kane Williamson,9,13,0.0,1,0,69.23,0,0,"{'wickets': 4, 'runs': 69}",10.6,run out (Rayudu/&dagger;Dhoni),CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,PK Garg,Priyam Garg,51,26,0.0,6,1,196.15,0,1,{},11.0,not out,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,Abhishek Sharma,Abhishek Sharma,31,24,0.0,4,1,129.16,0,0,"{'wickets': 5, 'runs': 146}",17.6,c &dagger;Dhoni b Chahar,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,SRH,1,Abdul Samad,Abdul Samad,8,6,0.0,0,0,133.33,0,1,{},11.0,not out,CSK
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,F du Plessis,Faf du Plessis,22,19,0.0,4,0,115.78,0,0,"{'wickets': 3, 'runs': 36}",5.6,run out (Garg/&dagger;Bairstow),SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,SR Watson,Shane Watson,1,6,0.0,0,0,16.66,0,0,"{'wickets': 1, 'runs': 4}",2.3, b Kumar,SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,AT Rayudu,Ambati Rayudu,8,9,0.0,1,0,88.88,0,0,"{'wickets': 2, 'runs': 26}",5.1, b Natarajan,SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,KM Jadhav,Kedar Jadhav,3,10,0.0,0,0,30.0,0,0,"{'wickets': 4, 'runs': 42}",8.2,c Warner b Abdul Samad,SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,MS Dhoni,MS Dhoni,47,36,0.0,4,1,130.55,1,1,{},11.0,not out,SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,RA Jadeja,Ravindra Jadeja,50,35,0.0,5,2,142.85,0,0,"{'wickets': 5, 'runs': 114}",17.4,c Abdul Samad b Natarajan,SRH
2020,1216516,CSK v SRH,CSK,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,SM Curran,Sam Curran,15,5,0.0,0,2,300.0,0,1,{},11.0,not out,SRH
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,JC Buttler,Jos Buttler,22,12,0.0,3,1,183.33,0,0,"{'wickets': 2, 'runs': 31}",3.1,c Padikkal b Saini,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,SPD Smith,Steven Smith,5,5,0.0,1,0,100.0,1,0,"{'wickets': 1, 'runs': 27}",2.4, b Udana,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,SV Samson,Sanju Samson,4,3,0.0,1,0,133.33,0,0,"{'wickets': 3, 'runs': 31}",4.1,c &amp; b Chahal,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,RV Uthappa,Robin Uthappa,17,22,0.0,1,0,77.27,0,0,"{'wickets': 4, 'runs': 70}",10.1,c Udana b Chahal,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,MK Lomror,Mahipal Lomror,47,39,0.0,1,3,120.51,0,0,"{'wickets': 6, 'runs': 114}",16.4,c Padikkal b Chahal,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,R Parag,Riyan Parag,16,18,0.0,1,0,88.88,0,0,"{'wickets': 5, 'runs': 105}",15.5,c Finch b Udana,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,R Tewatia,Rahul Tewatia,24,12,0.0,0,3,200.0,0,1,{},11.0,not out,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RR,1,JC Archer,Jofra Archer,16,10,0.0,1,1,160.0,0,1,{},11.0,not out,RCB
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RCB,2,D Padikkal,Devdutt Padikkal,63,45,0.0,6,1,140.0,0,0,"{'wickets': 2, 'runs': 124}",15.5, b Archer,RR
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RCB,2,AJ Finch,Aaron Finch,8,7,0.0,2,0,114.28,0,0,"{'wickets': 1, 'runs': 25}",2.3,lbw b Gopal,RR
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RCB,2,V Kohli,Virat Kohli,72,53,0.0,7,2,135.84,1,1,{},11.0,not out,RR
2020,1216514,RCB v RR,RCB,RR,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,RCB,2,AB de Villiers,AB de Villiers,12,10,0.0,1,0,120.0,0,1,{},11.0,not out,RR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,PP Shaw,Prithvi Shaw,66,41,0.0,4,4,160.97,0,0,"{'wickets': 2, 'runs': 129}",12.4,c Shubman Gill b Nagarkoti,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,26,16,0.0,2,2,162.5,0,0,"{'wickets': 1, 'runs': 56}",5.5,c Morgan b Varun,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SS Iyer,Shreyas Iyer,88,38,0.0,7,6,231.57,1,1,{},11.0,not out,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,RR Pant,Rishabh Pant,38,17,0.0,5,1,223.52,0,0,"{'wickets': 3, 'runs': 201}",17.5,c Shivam Mavi b Russell,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,MP Stoinis,Marcus Stoinis,1,3,0.0,0,0,33.33,0,0,"{'wickets': 4, 'runs': 221}",19.1,c Varun b Russell,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SO Hetmyer,Shimron Hetmyer,7,5,0.0,0,1,140.0,0,1,{},11.0,not out,KKR
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,28,22,0.0,2,1,127.27,0,0,"{'wickets': 2, 'runs': 72}",8.1,c &dagger;Pant b Mishra,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,SP Narine,Sunil Narine,3,5,0.0,0,0,60.0,0,0,"{'wickets': 1, 'runs': 8}",1.2, b Nortje,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,N Rana,Nitish Rana,58,35,0.0,4,4,165.71,0,0,"{'wickets': 4, 'runs': 117}",12.4,c sub (AR Patel) b HV Patel,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,AD Russell,Andre Russell,13,8,0.0,1,1,162.5,0,0,"{'wickets': 3, 'runs': 94}",9.5,c Nortje b Rabada,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,6,8,0.0,0,0,75.0,1,0,"{'wickets': 5, 'runs': 117}",12.5,c Dhawan b HV Patel,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,44,18,0.0,1,5,244.44,0,0,"{'wickets': 7, 'runs': 200}",18.3,c Hetmyer b Nortje,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,PJ Cummins,Pat Cummins,5,4,0.0,1,0,125.0,0,0,"{'wickets': 6, 'runs': 122}",13.3,c HV Patel b Nortje,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,36,16,0.0,3,3,225.0,0,0,"{'wickets': 8, 'runs': 207}",19.2, b Stoinis,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,KL Nagarkoti,Kamlesh Nagarkoti,3,3,0.0,0,0,100.0,0,1,{},11.0,not out,DC
2020,1216515,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shivam Mavi,Shivam Mavi,1,3,0.0,0,0,33.33,0,1,{},11.0,not out,DC
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,RG Sharma,Rohit Sharma,6,5,0.0,0,1,120.0,1,0,"{'wickets': 1, 'runs': 6}",0.5,c &dagger;Bairstow b Sandeep Sharma,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,Q de Kock,Quinton de Kock,67,39,0.0,4,4,171.79,0,0,"{'wickets': 3, 'runs': 126}",13.1,c &amp; b Rashid Khan,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,SA Yadav,Suryakumar Yadav,27,18,0.0,6,0,150.0,0,0,"{'wickets': 2, 'runs': 48}",5.5,c Natarajan b Kaul,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,Ishan Kishan,Ishan Kishan,31,23,0.0,1,2,134.78,0,0,"{'wickets': 4, 'runs': 147}",14.6,c Pandey b Sandeep Sharma,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,HH Pandya,Hardik Pandya,28,19,0.0,2,2,147.36,0,0,"{'wickets': 5, 'runs': 188}",19.2, b Kaul,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,KA Pollard,Kieron Pollard,25,13,0.0,0,3,192.3,0,1,{},11.0,not out,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,MI,1,KH Pandya,Krunal Pandya,20,4,0.0,2,2,500.0,0,1,{},11.0,not out,SRH
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,DA Warner,David Warner,60,44,0.0,5,2,136.36,1,0,"{'wickets': 5, 'runs': 142}",15.4,c Ishan Kishan b Pattinson,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,JM Bairstow,Jonny Bairstow,25,15,0.0,2,2,166.66,0,0,"{'wickets': 1, 'runs': 34}",4.1,c HH Pandya b Boult,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,MK Pandey,Manish Pandey,30,19,0.0,4,1,157.89,0,0,"{'wickets': 2, 'runs': 94}",9.5,c Pollard b Pattinson,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,KS Williamson,Kane Williamson,3,5,0.0,0,0,60.0,0,0,"{'wickets': 3, 'runs': 116}",12.2,c &dagger;de Kock b Boult,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,PK Garg,Priyam Garg,8,7,0.0,0,0,114.28,0,0,"{'wickets': 4, 'runs': 130}",14.1,c Chahar b KH Pandya,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,Abhishek Sharma,Abhishek Sharma,10,13,0.0,0,0,76.92,0,0,"{'wickets': 7, 'runs': 172}",18.5, b Bumrah,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,Abdul Samad,Abdul Samad,20,9,0.0,1,2,222.22,0,0,"{'wickets': 6, 'runs': 168}",18.2,c Sharma b Bumrah,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,Rashid Khan,Rashid Khan,3,7,0.0,0,0,42.85,0,1,{},11.0,not out,MI
2020,1216538,MI v SRH,MI,SRH,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SRH,2,Sandeep Sharma,Sandeep Sharma,0,1,0.0,0,0,0.0,0,1,{},11.0,not out,MI
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,KL Rahul,KL Rahul,63,52,0.0,7,1,121.15,1,0,"{'wickets': 4, 'runs': 152}",17.2,c &dagger;Dhoni b Thakur,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,MA Agarwal,Mayank Agarwal,26,19,0.0,3,0,136.84,0,0,"{'wickets': 1, 'runs': 61}",8.1,c Curran b Chawla,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,Mandeep Singh,Mandeep Singh,27,16,0.0,0,2,168.75,0,0,"{'wickets': 2, 'runs': 94}",11.6,c Rayudu b Jadeja,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,N Pooran,Nicholas Pooran,33,17,0.0,1,3,194.11,0,0,"{'wickets': 3, 'runs': 152}",17.1,c Jadeja b Thakur,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,GJ Maxwell,Glenn Maxwell,11,7,0.0,1,0,157.14,0,1,{},11.0,not out,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KXIP,1,SN Khan,Sarfaraz Khan,14,9,0.0,2,0,155.55,0,1,{},11.0,not out,CSK
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,SR Watson,Shane Watson,83,53,0.0,11,3,156.6,0,1,{},11.0,not out,KXIP
2020,1216513,KXIP v CSK,KXIP,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,F du Plessis,Faf du Plessis,87,53,0.0,11,1,164.15,0,1,{},11.0,not out,KXIP
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,PP Shaw,Prithvi Shaw,42,23,0.0,5,2,182.6,0,0,"{'wickets': 1, 'runs': 68}",6.4,c &dagger;de Villiers b Mohammed Siraj,RCB
2020,1216519,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,32,28,0.0,3,0,114.28,0,0,"{'wickets': 2, 'runs': 82}",9.4,c Ali b Udana,RCB
